symbol,display,company,pages,ok,listing_status,currency,price,previous_close,ytd_return_pct,market_cap_currency,market_cap_local,market_cap_usd,market_time,as_of,quote_url,chart_url,error
000150.KS,000150.KS,Doosan,robotics,True,,KRW,1578000.0,781000.0,106.82,KRW,26527000000000.0,18568900000.0,2026-06-08T06:30:09+00:00,2026-06-08,https://finance.yahoo.com/quote/000150.KS/,https://query1.finance.yahoo.com/v8/finance/chart/000150.KS?range=ytd&interval=1d,
000660.KS,000660,SK hynix,beneficiaries;bottleneck-sectors;carbon-vs-silicon;companies;market-snapshot;semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,KRW,1911000.0,651000.0,182.27,KRW,1426099000000000.0,998269300000.0,2026-06-08T06:30:16+00:00,2026-06-08,https://finance.yahoo.com/quote/000660.KS/,https://query1.finance.yahoo.com/v8/finance/chart/000660.KS?range=ytd&interval=1d,
000990.KS,000990.KS,DB HiTek,semiconductor-ai-nodes,True,,KRW,158800.0,67600.0,115.47,KRW,6995032358600.0,4896522651.02,2026-06-08T06:30:26+00:00,2026-06-08,https://finance.yahoo.com/quote/000990.KS/,https://query1.finance.yahoo.com/v8/finance/chart/000990.KS?range=ytd&interval=1d,
001820.KS,001820,Samwha Capacitor,ai-passives,True,,KRW,109200.0,29250.0,262.19,KRW,1147179800000.0,803025860.0,2026-06-08T06:30:28+00:00,2026-06-08,https://finance.yahoo.com/quote/001820.KS/,https://query1.finance.yahoo.com/v8/finance/chart/001820.KS?range=ytd&interval=1d,
002050.SZ,002050.SZ,Zhejiang Sanhua Intelligent Controls,robotics,True,,CNY,47.38,55.31,-15.81,CNY,189928619822.0,27995478561.76,2026-06-08T07:04:18+00:00,2026-06-08,https://finance.yahoo.com/quote/002050.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002050.SZ?range=ytd&interval=1d,
002156.SZ,002156.SZ,Tongfu Microelectronics,semiconductor-ai-nodes,True,,CNY,62.26,37.7,57.46,CNY,101436177598.0,14951692577.95,2026-06-08T07:04:18+00:00,2026-06-08,https://finance.yahoo.com/quote/002156.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002156.SZ?range=ytd&interval=1d,
002281.SZ,002281,Accelink Technologies,companies,True,,CNY,206.99,69.95,192.23,CNY,183583267640.0,27060173650.14,2026-06-08T07:04:54+00:00,2026-06-08,https://finance.yahoo.com/quote/002281.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002281.SZ?range=ytd&interval=1d,
002371.SZ,002371.SZ,002371.SZ,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,CNY,585.74,459.08,23.44,CNY,437335007189.0,64463180059.66,2026-06-08T07:04:36+00:00,2026-06-08,https://finance.yahoo.com/quote/002371.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002371.SZ?range=ytd&interval=1d,
002472.SZ,002472.SZ,Zhejiang Shuanghuan Driveline,robotics,True,,CNY,45.03,47.41,-4.19,CNY,36428192327.0,5369515549.0,2026-06-08T07:04:54+00:00,2026-06-08,https://finance.yahoo.com/quote/002472.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002472.SZ?range=ytd&interval=1d,
002600.SZ,002600.SZ,Lingyi iTech Guangdong,robotics,True,,CNY,14.34,15.54,-9.98,CNY,110207636094.0,16244605560.26,2026-06-08T07:04:48+00:00,2026-06-08,https://finance.yahoo.com/quote/002600.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002600.SZ?range=ytd&interval=1d,
002979.SZ,002979.SZ,China Leadshine Technology,robotics,True,,CNY,54.7,42.07,29.96,CNY,17540470295.0,2585465321.48,2026-06-08T07:04:06+00:00,2026-06-08,https://finance.yahoo.com/quote/002979.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/002979.SZ?range=ytd&interval=1d,
003021.SZ,003021.SZ,Shenzhen Zhaowei Machinery,robotics,True,,CNY,107.98,124.18,-11.61,CNY,26864538817.0,3959833021.63,2026-06-08T07:04:15+00:00,2026-06-08,https://finance.yahoo.com/quote/003021.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/003021.SZ?range=ytd&interval=1d,
005380.KS,005380.KS,Hyundai Motor,robotics,True,,KRW,639000.0,296500.0,114.07,KRW,157088065688000.0,109961645981.6,2026-06-08T06:30:13+00:00,2026-06-08,https://finance.yahoo.com/quote/005380.KS/,https://query1.finance.yahoo.com/v8/finance/chart/005380.KS?range=ytd&interval=1d,
005930.KS,005930,Samsung Electronics,beneficiaries;bottleneck-sectors;companies;market-snapshot;semiconductor-ai-nodes;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,KRW,295500.0,119900.0,129.96,KRW,2065719459920000.0,1446003621944.0,2026-06-08T06:30:19+00:00,2026-06-08,https://finance.yahoo.com/quote/005930.KS/,https://query1.finance.yahoo.com/v8/finance/chart/005930.KS?range=ytd&interval=1d,
009150.KS,009150.KS,009150.KS,ai-passives;bottleneck-sectors;market-snapshot,True,,KRW,1664000.0,255000.0,516.3,KRW,129426395610000.0,90598476927.0,2026-06-08T06:30:22+00:00,2026-06-08,https://finance.yahoo.com/quote/009150.KS/,https://query1.finance.yahoo.com/v8/finance/chart/009150.KS?range=ytd&interval=1d,
010120.KS,010120.KS,LS Electric,ai-passives;latent-ai-nodes,True,,KRW,208000.0,92000.0,111.17,KRW,33774274450000.0,23641992115.0,2026-06-08T06:30:04+00:00,2026-06-08,https://finance.yahoo.com/quote/010120.KS/,https://query1.finance.yahoo.com/v8/finance/chart/010120.KS?range=ytd&interval=1d,
034020.KS,034020.KS,034020.KS,bottleneck-sectors;market-snapshot,True,,KRW,85800.0,75300.0,14.1,KRW,61101097400800.0,42770768180.56,2026-06-08T06:30:19+00:00,2026-06-08,https://finance.yahoo.com/quote/034020.KS/,https://query1.finance.yahoo.com/v8/finance/chart/034020.KS?range=ytd&interval=1d,
042700.KQ,042700.KQ,Hanmi Semiconductor,semiconductor-ai-nodes,True,,KRW,151000.0,127400.0,4.5,KRW,26843399566000.0,18790379696.2,2024-07-19T20:00:00+00:00,2026-06-08,https://finance.yahoo.com/quote/042700.KQ/,https://query1.finance.yahoo.com/v8/finance/chart/042700.KQ?range=ytd&interval=1d,
042700.KS,042700.KS,042700.KS,bottleneck-sectors;market-snapshot;semiconductor-alpha-cpo,True,,KRW,253500.0,127400.0,75.43,KRW,26843399566000.0,18790379696.2,2026-06-08T06:30:27+00:00,2026-06-08,https://finance.yahoo.com/quote/042700.KS/,https://query1.finance.yahoo.com/v8/finance/chart/042700.KS?range=ytd&interval=1d,
